60,10,5
60,26,4
60,N11,3
60,20,2
60,30,2
60,50,5
60,35,4
60,34,3
60,12,4
60,5,2
60,40,4
60,Sof60,4
61,N13,1
61,30,4
258,10,1
4102,10,1
65,10,4
65,20,4
65,120,3
65,30,5
65,50,5
65,40,5
65,60,4
65,98,3
65,62,4
65,130,3
65,110,2
65,70,4
65,90,5
65,80,5
65,85,5
65,95,5
65,100,2
65,Sof65,3
65,78,4
66,10,2
66,20,2
66,Sof66,4
66,N14,4
6531,10,1
7266,10,1
171,10,1
7011,10,1
854,10,3
6688,10,2
8944,10,1
7717,10,1
7155,10,1
5233,10,1
5700,10,2
978,720,2
978,710,1
8534,100,3
654,10,2
2,50,1
2,40,1
2,52,1
2,60,4
2,62,1
2,5,1
2,70,1
2,90,1
2,80,1
2,Sof2,1
652,38,3
652,20,3
652,Sof652,3
652,48,4
652,30,2
652,50,2
652,40,2
652,5,3
481,10,1
481,20,1
650,10,3
6,10,3
6,20,3
6,30,3
6,50,3
6,40,3
6,60,3
6,70,3
6,8,3
6,80,3
6,N3,3
6,100,3
6,90,3
6724,10,2
7555,10,1
402,10,1
402,30,1
402,20,2
7926,10,1
752,Sof752,4
752,20,4
8992,10,1
754,10,3
754,12,3
465,10,1
562,10,1
651,10,4
461,10,1
461,20,1
461,48,1
461,32,1
461,30,1
461,40,3
461,5,2
4402,10,2
9088,720,1
9088,710,1
3877,10,2
99,740,1
99,10,2
99,20,2
99,730,1
98,740,2
98,10,2
98,750,2
98,20,3
98,770,1
98,772,1
98,762,2
98,763,1
98,760,1
98,790,1
98,764,2
98,730,2
6522,10,1
5533,10,2
3865,10,1
227,10,1
90,60,3
90,62,4
90,64,2
90,110,5
90,66,1
90,80,1
90,20,3
90,44,1
90,42,1
90,40,2
90,N23,1
90,N22,2
90,N24,1
90,120,1
90,108,4
90,70,2
90,90,1
90,100,5
90,92,3
90,94,5
90,10,5
90,30,2
90,50,2
224,10,2
6954,10,1
222,10,2
222,N28,1
222,20,2
869,710,1
10,10,1
13,10,2
12,10,1
12,20,1
6353,10,2
6524,10,1
7212,10,1
5714,10,1
864,10,3
864,Sof864,1
5711,N74,1
5711,10,2
866,10,2
3965,10,2
722,10,5
721,10,4
721,20,3
721,N58,3
8835,10,1
8835,Sof8835,1
5812,10,3
2357,10,2
8833,10,2
3855,10,1
3855,20,2
7933,10,1
886,2,1
886,20,1
886,10,3
5112,10,2
4243,10,1
554,10,1
554,12,1
554,18,1
888,710,1
551,N48,1
551,10,3
3866,10,2
553,10,1
553,20,1
553,22,1
3631,10,1
8277,10,1
3533,10,2
7021,10,1
234,10,2
7677,10,1
4613,10,1
4613,4,1
4612,20,2
4612,N72,2
5050,10,3
232,10,2
232,20,2
232,32,3
232,30,2
232,50,2
232,40,2
232,60,2
232,N29,1
232,70,2
959,710,2
7255,10,1
7079,10,1
46,10,4
44,10,2
44,20,1
44,32,4
44,30,5
44,50,1
44,40,2
44,60,4
44,70,4
44,82,1
44,90,2
44,80,3
42,6,4
40,150,1
40,152,2
40,192,3
40,60,4
40,130,1
40,110,3
40,69,5
40,80,1
40,170,1
40,20,1
40,22,1
40,40,4
40,182,3
40,140,1
40,120,1
40,72,4
40,70,4
40,102,3
40,90,1
40,160,2
40,N7,5
40,11,3
40,10,1
40,39,4
40,12,1
40,14,1
40,16,2
40,31,5
40,30,2
40,37,5
40,50,4
40,35,5
41,10,1
41,20,1
41,22,1
41,30,1
41,1,1
41,Sof41,1
1,20,1
1,30,3
1,50,1
1,40,4
1,52,3
1,60,4
1,62,4
1,70,4
1,80,4
8925,10,1
808,N62,2
808,720,1
808,710,2
5,10,1
5,20,3
5,30,3
5,50,1
5,40,1
5,60,1
5,Sof5,1
8676,10,1
9892,10,2
325,10,1
325,Sof325,1
5803,10,1
9898,710,1
2422,10,2
6403,N75,1
6403,10,1
9119,10,1
4311,10,1
4313,10,1
4313,20,1
4314,10,1
204,10,2
204,Sof204,2
204,20,2
206,10,2
899,10,3
899,N65,3
899,20,2
899,16,2
899,30,2
899,36,1
899,40,1
899,Sof899,5
7626,10,1
77,10,5
77,20,4
77,30,5
77,35,4
77,1,4
77,2,5
77,N20,4
75,10,4
75,38,3
75,20,5
75,Sof75,3
75,N19,3
75,50,2
75,40,4
75,60,4
75,70,4
75,30,4
8967,N85,1
73,10,3
73,20,2
73,Sof73,1
3933,10,2
71,10,3
71,20,1
71,N17,1
71,N18,4
71,30,3
71,28,3
71,2,1
70,10,3
70,Sof70,2
70,20,4
70,48,5
70,N15,2
70,N16,4
70,30,4
70,42,5
70,50,5
70,40,4
70,60,5
70,130,3
70,110,3
70,70,4
70,120,2
70,90,5
70,80,4
70,100,4
4466,10,2
3703,10,2
483,10,1
483,Sof483,1
482,10,1
79,1,1
79,10,3
79,20,3
79,Sof79,1
79,18,4
9977,10,1
3544,10,1
6400,10,1
6400,Sof6400,1
2200,10,2
4713,10,2
5443,10,2
8993,10,1
8990,100,1
4000,10,2
471,20,3
471,10,3
471,5,1
471,N46,1
353,10,2
352,10,1
352,2,2
9881,10,1
804,10,1
807,10,2
807,20,1
806,30,2
806,20,2
805,10,3
358,10,2
3922,10,4
3922,20,5
4303,10,4
768,10,2
3711,10,3
669,10,3
669,12,3
669,N53,3
211,10,2
211,Sof211,2
667,10,2
767,10,2
767,2,2
91,740,3
91,10,3
91,750,3
91,720,3
91,730,3
7111,10,2
3415,10,3
3412,10,2
653,10,2
653,12,4
653,20,3
653,Sof653,3
653,N51,3
3411,10,2
8544,10,2
5333,10,2
2544,10,3
5522,10,1
25,10,3
25,20,5
25,58,4
25,25,3
25,30,5
25,50,5
25,40,5
25,60,3
25,70,3
25,N4,2
92,10,3
92,2,3
92,720,3
92,730,3
20,11,1
20,10,2
20,13,1
20,12,1
20,15,1
20,14,1
20,17,2
20,16,1
20,19,2
20,18,1
20,Sof20,2
20,5,1
20,7,1
20,6,1
20,9,2
20,8,1
7276,10,1
406,10,4
406,N34,5
406,20,5
5504,10,1
541,10,1
7513,10,1
4,150,4
4,152,5
4,210,5
4,158,4
4,310,3
4,190,5
4,218,5
4,60,2
4,61,4
4,62,5
4,130,4
4,274,5
4,110,4
4,80,4
4,138,4
4,230,3
4,N2,3
4,170,5
4,20,5
4,22,4
4,40,5
4,180,5
4,280,5
4,250,3
4,282,5
4,272,3
4,200,5
4,140,4
4,300,3
4,302,3
4,120,4
4,260,5
4,240,2
4,70,2
4,90,4
4,100,4
4,160,4
4,220,5
4,10,2
4,54,5
4,270,3
4,30,4
4,50,5
4,290,5
3975,10,3
8655,10,2
8900,10,2
8900,20,2
8900,N82,2
8911,10,2
3835,10,2
4111,10,2
5720,10,1
5720,20,2
717,N56,3
717,N57,3
717,20,2
675,Sof675,5
675,10,3
5923,10,2
2211,10,3
672,10,2
672,20,3
672,N54,4
672,30,3
672,28,3
672,35,4
7955,10,2
3403,10,3
9888,10,3
716,10,3
716,5,3
264,10,3
5511,10,1
6714,10,2
7589,10,2
4233,10,1
4233,20,1
2499,10,2
4101,10,2
55,10,1
55,30,4
55,5,1
55,20,5
5613,10,1
5613,18,1
57,10,5
57,30,4
57,20,4
57,40,5
57,38,5
5611,10,1
4103,10,2
2310,10,3
2310,N69,3
8966,N84,1
8966,12,4
415,10,3
7223,Sof7223,1
6535,10,2
410,10,1
410,Sof410,5
411,N35,4
411,18,3
412,10,1
412,20,5
412,25,1
412,30,5
412,50,5
412,40,1
412,60,4
412,68,5
412,15,1
412,Sof412,4
4304,10,2
9779,10,2
9779,2,1
8677,10,1
375,10,3
375,12,3
293,10,3
6533,10,3
989,710,3
9098,710,1
310,10,2
700,10,5
316,10,2
89,Sof89,5
89,10,3
89,20,5
89,30,3
89,28,5
89,50,2
89,40,3
89,60,4
396,10,2
395,10,2
395,30,3
395,20,3
7912,10,2
4404,10,1
80,10,3
80,N21,2
5710,10,1
5710,20,1
87,740,3
87,10,3
87,750,2
87,720,3
87,730,2
85,10,5
85,20,5
85,30,3
85,28,3
85,40,3
85,2,5
8510,10,2
8510,30,2
8510,20,1
762,10,2
2410,10,3
4123,10,2
6511,10,1
6513,10,2
6666,10,2
6666,Sof6666,2
6667,10,2
6667,N76,4
5503,10,1
3,10,3
3,40,5
3,Sof3,1
918,28,4
918,30,4
918,20,2
918,10,2
7,10,5
8077,10,3
367,10,2
6953,10,2
7213,10,4
425,10,2
425,18,2
424,10,1
424,2,3
2414,10,2
977,10,2
531,30,4
2444,10,3
581,10,2
581,20,3
581,N50,2
443,10,4
443,20,4
443,Sof443,1
443,30,4
443,40,5
443,5,1
3199,10,3
441,10,3
2932,10,4
3955,10,3
3955,Sof3955,3
444,10,3
444,26,4
444,20,5
444,22,3
444,32,5
444,44,4
444,30,5
444,N45,4
444,N44,3
444,40,4
444,34,5
444,42,4
4622,10,2
4622,20,1
383,10,2
241,10,3
241,2,2
241,20,5
241,Sof241,3
386,9,2
386,10,2
386,20,3
242,N30,3
242,10,3
3553,10,3
8556,10,2
6678,10,1
4623,10,2
784,10,3
784,2,3
784,20,2
784,4,3
38,10,3
38,30,3
38,20,3
38,40,3
38,28,2
780,10,3
780,Sof780,4
781,10,3
781,30,3
781,20,3
781,40,2
781,N60,3
3500,10,4
6502,10,1
31,10,3
31,30,3
31,20,5
31,N5,5
31,40,3
8533,10,4
789,710,3
35,10,5
35,20,4
35,32,5
35,30,4
35,50,2
35,40,3
34,10,5
34,20,5
7110,10,2
9778,10,1
8721,10,1
434,10,1
434,Sof434,1
7688,Sof7688,2
431,10,2
431,20,5
431,49,3
431,46,4
431,30,4
431,43,2
431,40,3
431,N39,2
431,6,2
3613,10,2
generic,generic,1
334,10,3
334,N32,3
453,10,4
5614,10,2
574,N49,3
574,10,3
574,2,2
574,20,2
60,N12,2
60,10,4
60,26,4
60,N11,4
60,20,3
60,30,3
60,50,5
60,35,5
60,34,3
60,12,5
60,5,4
60,40,5
60,Sof60,5
61,N13,3
61,30,4
258,10,3
4102,10,2
65,10,5
65,20,5
65,120,3
65,30,5
65,50,5
65,40,5
65,60,5
65,98,2
65,62,5
65,130,2
65,110,2
65,70,5
65,90,5
65,80,5
65,85,5
65,95,5
65,100,3
65,Sof65,3
65,78,5
66,10,3
66,20,3
66,Sof66,4
66,N14,4
6531,10,2
7266,10,1
171,10,3
7011,10,1
854,10,2
6688,10,3
8944,10,2
7717,10,3
7155,10,2
5233,10,2
5700,10,1
978,720,3
978,710,3
8534,100,4
654,10,3
2,50,3
2,40,4
2,52,3
2,60,5
2,62,3
2,5,3
2,70,3
2,90,2
2,80,3
2,Sof2,2
652,38,4
652,20,3
652,Sof652,4
652,48,4
652,30,3
652,50,3
652,40,3
652,5,2
481,10,2
481,20,1
650,10,2
6,10,2
6,20,2
6,30,2
6,50,3
6,40,2
6,60,2
6,70,2
6,8,3
6,80,2
6,N3,3
6,100,4
6,90,3
6724,10,3
7555,10,2
402,10,2
402,30,3
402,20,2
7926,10,2
752,Sof752,4
752,20,5
8992,10,1
754,10,3
754,12,3
465,10,1
562,10,2
651,10,5
461,10,1
461,20,4
461,48,4
461,32,5
461,30,4
461,40,5
461,5,1
4402,10,2
9088,720,1
9088,710,2
3877,10,3
99,740,2
99,10,3
99,20,3
99,730,2
98,740,2
98,10,2
98,750,3
98,20,3
98,770,3
98,772,2
98,762,3
98,763,2
98,760,2
98,790,3
98,764,1
98,730,3
6522,10,2
5533,10,2
3865,10,2
227,10,3
90,60,4
90,62,4
90,64,3
90,110,5
90,66,3
90,80,3
90,20,5
90,44,2
90,42,2
90,40,2
90,N23,3
90,N22,5
90,N24,3
90,120,3
90,108,5
90,70,3
90,90,3
90,100,5
90,92,2
90,94,5
90,10,5
90,30,3
90,50,3
224,10,3
6954,10,2
222,10,3
222,N28,2
222,20,2
869,710,3
10,10,2
13,10,3
12,10,2
12,20,2
6353,10,2
6524,10,1
7212,10,2
5714,10,2
864,10,2
864,Sof864,1
5711,N74,1
5711,10,2
866,10,3
3965,10,2
722,10,5
721,10,4
721,20,2
721,N58,3
8835,10,2
8835,Sof8835,2
5812,10,3
2357,10,2
8833,10,3
3855,10,1
3855,20,3
7933,10,2
886,2,3
886,20,2
886,10,4
5112,10,2
4243,10,2
554,10,4
554,12,2
554,18,3
888,710,3
551,N48,2
551,10,5
3866,10,3
553,10,4
553,20,3
553,22,2
3631,10,3
8277,10,2
3533,10,2
7021,10,3
234,10,2
7677,10,3
4613,10,2
4613,4,2
4612,20,2
4612,N72,3
5050,10,3
232,10,3
232,20,3
232,32,4
232,30,3
232,50,2
232,40,3
232,60,2
232,N29,2
232,70,3
959,710,3
7255,10,2
7079,10,2
46,10,5
44,10,3
44,20,3
44,32,5
44,30,5
44,50,4
44,40,1
44,60,5
44,70,5
44,82,1
44,90,1
44,80,4
42,6,5
40,150,4
40,152,2
40,192,5
40,60,5
40,130,4
40,110,5
40,69,4
40,80,4
40,170,4
40,20,3
40,22,3
40,40,5
40,182,5
40,140,4
40,120,5
40,72,5
40,70,5
40,102,5
40,90,4
40,160,2
40,N7,5
40,11,3
40,10,3
40,39,5
40,12,3
40,14,3
40,16,3
40,31,5
40,30,3
40,37,5
40,50,5
40,35,5
41,10,4
41,20,4
41,22,4
41,30,4
41,1,4
41,Sof41,3
1,20,4
1,30,4
1,50,4
1,40,5
1,52,2
1,60,5
1,62,5
1,70,5
1,80,5
8925,10,3
808,N62,3
808,720,3
808,710,3
5,10,4
5,20,5
5,30,4
5,50,4
5,40,3
5,60,4
5,Sof5,4
8676,10,3
9892,10,2
325,10,2
325,Sof325,2
5803,10,1
9898,710,2
2422,10,3
6403,N75,1
6403,10,1
9119,10,1
4311,10,2
4313,10,2
4313,20,2
4314,10,2
204,10,3
204,Sof204,3
204,20,2
206,10,2
899,10,2
899,N65,4
899,20,2
899,16,3
899,30,3
899,36,3
899,40,3
899,Sof899,5
7626,10,2
77,10,5
77,20,5
77,30,5
77,35,5
77,1,5
77,2,5
77,N20,5
75,10,4
75,38,3
75,20,5
75,Sof75,5
75,N19,4
75,50,3
75,40,5
75,60,5
75,70,5
75,30,5
8967,N85,3
73,10,2
73,20,3
73,Sof73,2
3933,10,3
71,10,2
71,20,3
71,N17,3
71,N18,4
71,30,2
71,28,2
71,2,3
70,10,2
70,Sof70,2
70,20,5
70,48,5
70,N15,3
70,N16,4
70,30,5
70,42,5
70,50,5
70,40,5
70,60,5
70,130,3
70,110,2
70,70,5
70,120,2
70,90,5
70,80,5
70,100,5
4466,10,4
3703,10,3
483,10,4
483,Sof483,3
482,10,1
79,1,3
79,10,3
79,20,3
79,Sof79,3
79,18,4
9977,10,2
3544,10,3
6400,10,2
6400,Sof6400,1
2200,10,2
4713,10,2
5443,10,2
8993,10,2
8990,100,2
4000,10,4
471,20,5
471,10,4
471,5,4
471,N46,4
353,10,2
352,10,2
352,2,2
9881,10,1
804,10,3
807,10,3
807,20,3
806,30,3
806,20,3
805,10,2
358,10,3
3922,10,2
3922,20,4
4303,10,1
768,10,2
3711,10,2
669,10,2
669,12,2
669,N53,2
211,10,2
211,Sof211,2
667,10,2
767,10,2
767,2,2
91,740,1
91,10,2
91,750,1
91,720,3
91,730,2
7111,10,2
3415,10,2
3412,10,3
653,10,3
653,12,1
653,20,1
653,Sof653,3
653,N51,2
3411,10,3
8544,10,1
5333,10,2
2544,10,3
5522,10,1
25,10,2
25,20,4
25,58,5
25,25,2
25,30,4
25,50,5
25,40,4
25,60,1
25,70,1
25,N4,1
92,10,2
92,2,2
92,720,2
92,730,2
20,11,1
20,10,1
20,13,1
20,12,1
20,15,1
20,14,1
20,17,1
20,16,1
20,19,1
20,18,1
20,Sof20,1
20,5,1
20,7,1
20,6,1
20,9,1
20,8,1
7276,10,2
406,10,2
406,N34,5
406,20,4
5504,10,2
541,10,2
7513,10,2
4,150,3
4,152,4
4,210,5
4,158,1
4,310,3
4,190,4
4,218,5
4,60,1
4,61,2
4,62,1
4,130,1
4,274,4
4,110,1
4,80,3
4,138,1
4,230,2
4,N2,2
4,170,2
4,20,4
4,22,4
4,40,4
4,180,4
4,280,4
4,250,3
4,282,5
4,272,2
4,200,4
4,140,1
4,300,2
4,302,2
4,120,1
4,260,4
4,240,3
4,70,1
4,90,2
4,100,1
4,160,1
4,220,4
4,10,2
4,54,4
4,270,2
4,30,5
4,50,4
4,290,4
3975,10,2
8655,10,2
8900,10,1
8900,20,2
8900,N82,2
8911,10,2
3835,10,2
4111,10,2
5720,10,1
5720,20,1
717,N56,2
717,N57,2
717,20,1
675,Sof675,4
675,10,3
5923,10,1
2211,10,2
672,10,3
672,20,2
672,N54,4
672,30,2
672,28,2
672,35,4
7955,10,1
3403,10,3
9888,10,1
716,10,2
716,5,2
264,10,2
5511,10,1
6714,10,2
7589,10,1
4233,10,1
4233,20,1
2499,10,2
4101,10,1
55,10,1
55,30,3
55,5,1
55,20,3
5613,10,1
5613,18,1
57,10,2
57,30,1
57,20,1
57,40,2
57,38,4
5611,10,2
4103,10,2
2310,10,3
2310,N69,3
8966,N84,2
8966,12,2
415,10,2
7223,Sof7223,1
6535,10,1
410,10,1
410,Sof410,4
411,N35,1
411,18,2
412,10,1
412,20,1
412,25,1
412,30,1
412,50,4
412,40,2
412,60,1
412,68,3
412,15,1
412,Sof412,4
4304,10,1
9779,10,1
9779,2,2
8677,10,2
375,10,2
375,12,2
293,10,2
6533,10,1
989,710,2
9098,710,2
310,10,2
700,10,4
316,10,2
89,Sof89,4
89,10,2
89,20,4
89,30,3
89,28,4
89,50,2
89,40,2
89,60,3
396,10,2
395,10,2
395,30,2
395,20,3
7912,10,1
4404,10,1
80,10,1
80,N21,2
5710,10,2
5710,20,2
87,740,2
87,10,2
87,750,2
87,720,3
87,730,2
85,10,4
85,20,4
85,30,2
85,28,2
85,40,2
85,2,4
8510,10,2
8510,30,1
8510,20,2
762,10,2
2410,10,3
4123,10,1
6511,10,2
6513,10,1
6666,10,1
6666,Sof6666,2
6667,10,1
6667,N76,4
5503,10,1
3,10,2
3,40,4
3,Sof3,1
918,28,4
918,30,3
918,20,2
918,10,2
7,10,4
8077,10,1
367,10,1
6953,10,1
7213,10,4
425,10,2
425,18,1
424,10,1
424,2,3
2414,10,2
977,10,1
531,30,1
2444,10,3
581,10,1
581,20,2
581,N50,2
443,10,1
443,20,1
443,Sof443,1
443,30,1
443,40,4
443,5,1
3199,10,2
441,10,2
2932,10,2
3955,10,2
3955,Sof3955,3
444,10,1
444,26,1
444,20,3
444,22,1
444,32,3
444,44,2
444,30,3
444,N45,1
444,N44,1
444,40,1
444,34,3
444,42,1
4622,10,2
4622,20,1
383,10,2
241,10,2
241,2,2
241,20,4
241,Sof241,3
386,9,2
386,10,2
386,20,1
242,N30,1
242,10,1
3553,10,2
8556,10,2
6678,10,2
4623,10,2
784,10,3
784,2,2
784,20,2
784,4,2
38,10,2
38,30,2
38,20,2
38,40,2
38,28,1
780,10,2
780,Sof780,4
781,10,2
781,30,2
781,20,2
781,40,2
781,N60,2
3500,10,3
6502,10,2
31,10,3
31,30,2
31,20,3
31,N5,3
31,40,2
8533,10,3
789,710,1
35,10,4
35,20,5
35,32,4
35,30,5
35,50,2
35,40,2
34,10,4
34,20,4
7110,10,2
9778,10,2
8721,10,2
434,10,1
434,Sof434,1
7688,Sof7688,2
431,10,2
431,20,4
431,49,2
431,46,2
431,30,2
431,43,1
431,40,1
431,N39,2
431,6,2
3613,10,3
generic,generic,1
334,10,2
334,N32,2
453,10,1
5614,10,2
574,N49,1
574,10,2
574,2,1
574,20,3
60,N12,1
60,10,5
60,26,4
60,N11,3
60,20,1
60,30,2
60,50,4
60,35,4
60,34,3
60,12,4
60,5,2
60,40,4
60,Sof60,4
61,N13,3
61,30,4
258,10,1
4102,10,2
65,10,4
65,20,4
65,120,2
65,30,5
65,50,5
65,40,5
65,60,4
65,98,2
65,62,4
65,130,2
65,110,2
65,70,4
65,90,4
65,80,5
65,85,4
65,95,4
65,100,2
65,Sof65,3
65,78,4
66,10,1
66,20,3
66,Sof66,4
66,N14,3
6531,10,1
7266,10,2
171,10,1
7011,10,2
854,10,2
6688,10,1
8944,10,1
7717,10,1
7155,10,2
5233,10,2
5700,10,1
978,720,2
978,710,2
8534,100,1
654,10,2
2,50,1
2,40,1
2,52,1
2,60,4
2,62,2
2,5,1
2,70,2
2,90,1
2,80,2
2,Sof2,1
652,38,3
652,20,3
652,Sof652,3
652,48,3
652,30,2
652,50,2
652,40,2
652,5,2
481,10,2
481,20,1
650,10,3
6,10,1
6,20,1
6,30,1
6,50,1
6,40,1
6,60,1
6,70,1
6,8,1
6,80,1
6,N3,1
6,100,2
6,90,3
6724,10,1
7555,10,1
402,10,3
402,30,1
402,20,3
7926,10,1
752,Sof752,4
752,20,4
8992,10,2
754,10,3
754,12,3
465,10,1
562,10,1
651,10,4
461,10,2
461,20,1
461,48,1
461,32,1
461,30,1
461,40,3
461,5,3
4402,10,2
9088,720,2
9088,710,1
3877,10,3
99,740,2
99,10,1
99,20,1
99,730,2
98,740,1
98,10,3
98,750,2
98,20,3
98,770,2
98,772,2
98,762,3
98,763,2
98,760,1
98,790,2
98,764,1
98,730,2
6522,10,1
5533,10,2
3865,10,2
227,10,2
90,60,4
90,62,3
90,64,2
90,110,5
90,66,2
90,80,1
90,20,2
90,44,1
90,42,2
90,40,1
90,N23,2
90,N22,3
90,N24,2
90,120,2
90,108,4
90,70,2
90,90,2
90,100,5
90,92,2
90,94,5
90,10,5
90,30,2
90,50,2
224,10,1
6954,10,1
222,10,2
222,N28,1
222,20,1
869,710,2
10,10,2
13,10,2
12,10,2
12,20,2
6353,10,2
6524,10,2
7212,10,1
5714,10,1
864,10,2
864,Sof864,1
5711,N74,1
5711,10,1
866,10,2
3965,10,3
722,10,4
721,10,3
721,20,3
721,N58,3
8835,10,2
8835,Sof8835,1
5812,10,3
2357,10,2
8833,10,1
3855,10,2
3855,20,3
7933,10,1
886,2,2
886,20,2
886,10,4
5112,10,2
4243,10,2
554,10,1
554,12,1
554,18,1
888,710,2
551,N48,1
551,10,3
3866,10,3
553,10,1
553,20,1
553,22,1
3631,10,2
8277,10,1
3533,10,2
7021,10,1
234,10,2
7677,10,2
4613,10,1
4613,4,2
4612,20,1
4612,N72,1
5050,10,1
232,10,2
232,20,2
232,32,3
232,30,2
232,50,2
232,40,1
232,60,2
232,N29,1
232,70,2
959,710,2
7255,10,1
7079,10,1
46,10,3
44,10,2
44,20,1
44,32,3
44,30,5
44,50,1
44,40,3
44,60,3
44,70,2
44,82,1
44,90,2
44,80,4
42,6,3
40,150,1
40,152,3
40,192,3
40,60,4
40,130,1
40,110,3
40,69,4
40,80,1
40,170,1
40,20,2
40,22,1
40,40,4
40,182,4
40,140,1
40,120,1
40,72,3
40,70,4
40,102,3
40,90,1
40,160,3
40,N7,5
40,11,3
40,10,2
40,39,4
40,12,1
40,14,2
40,16,2
40,31,5
40,30,1
40,37,5
40,50,4
40,35,5
41,10,1
41,20,1
41,22,1
41,30,1
41,1,1
41,Sof41,3
1,20,1
1,30,4
1,50,1
1,40,4
1,52,1
1,60,4
1,62,4
1,70,4
1,80,4
8925,10,1
808,N62,1
808,720,1
808,710,1
5,10,1
5,20,3
5,30,2
