55,5,0.193288
55,20,0.367379
5613,10,0.267932
5613,18,0.267292
57,10,0.2545
57,30,0.246846
57,20,0.259146
57,40,0.419416
57,38,0.316766
5611,10,0.271738
4103,10,0.276617
2310,10,0.289485
2310,N69,0.327509
8966,N84,0.255306
8966,12,0.362386
415,10,0.2969
7223,Sof7223,0.249752
6535,10,0.2533
410,10,0.221067
410,Sof410,0.47388
411,N35,0.256689
411,18,0.267742
412,10,0.2538
412,20,0.233853
412,25,0.25387
412,30,0.236328
412,50,0.402014
412,40,0.24031
412,60,0.236621
412,68,0.432807
412,15,0.253255
412,Sof412,0.335283
4304,10,0.245727
9779,10,0.260539
9779,2,0.258223
8677,10,0.260655
375,10,0.275878
375,12,0.270608
293,10,0.270395
6533,10,0.263034
989,710,0.29535
9098,710,0.25848
310,10,0.271811
700,10,0.515625
316,10,0.265932
89,Sof89,0.361112
89,10,0.257244
89,20,0.526355
89,30,0.341734
89,28,0.564822
89,50,0.339704
89,40,0.257322
89,60,0.370179
396,10,0.295565
395,10,0.281019
395,30,0.273023
395,20,0.293425
7912,10,0.252173
4404,10,0.268287
80,10,0.272287
80,N21,0.270782
5710,10,0.272079
5710,20,0.291468
87,740,0.27588
87,10,0.326637
87,750,0.297498
87,720,0.301045
87,730,0.29274
85,10,0.520393
85,20,0.500368
85,30,0.25962
85,28,0.335978
85,40,0.259326
85,2,0.493711
8510,10,0.251369
8510,30,0.252572
8510,20,0.259062
762,10,0.311573
2410,10,0.276258
4123,10,0.267637
6511,10,0.256995
6513,10,0.254498
6666,10,0.264249
6666,Sof6666,0.249696
6667,10,0.270029
6667,N76,0.351044
5503,10,0.2673
3,10,0.280452
3,40,0.49509
3,Sof3,0.204148
918,28,0.372079
918,30,0.406975
918,20,0.263743
918,10,0.258967
7,10,0.424663
8077,10,0.266624
367,10,0.207073
6953,10,0.254088
7213,10,0.635582
425,10,0.267277
425,18,0.267755
424,10,0.219081
424,2,0.273078
2414,10,0.271689
977,10,0.282868
531,30,0.186838
2444,10,0.275605
581,10,0.222725
581,20,0.338781
581,N50,0.283177
443,10,0.253368
443,20,0.236349
443,Sof443,0.238145
443,30,0.286925
443,40,0.413622
443,5,0.25659
3199,10,0.287466
441,10,0.272051
2932,10,0.264035
3955,10,0.259553
3955,Sof3955,0.293456
444,10,0.260296
444,26,0.254481
444,20,0.351495
444,22,0.251107
444,32,0.313169
444,44,0.276824
444,30,0.364206
444,N45,0.236517
444,N44,0.260323
444,40,0.251384
444,34,0.366369
444,42,0.239678
4622,10,0.266604
4622,20,0.280388
383,10,0.281824
241,10,0.267478
241,2,0.268351
241,20,0.484265
241,Sof241,0.275136
386,9,0.294994
386,10,0.267573
386,20,0.279422
242,N30,0.282047
242,10,0.279943
3553,10,0.259448
8556,10,0.256023
6678,10,0.259627
4623,10,0.265965
784,10,0.301322
784,2,0.33347
784,20,0.342887
784,4,0.307
38,10,0.273539
38,30,0.26253
38,20,0.27286
38,40,0.268438
38,28,0.268487
780,10,0.291183
780,Sof780,0.54159
781,10,0.286514
781,30,0.291173
781,20,0.281867
781,40,0.348074
781,N60,0.27096
3500,10,0.327171
6502,10,0.257544
31,10,0.350318
31,30,0.264539
31,20,0.386533
31,N5,0.387027
31,40,0.265236
8533,10,0.353558
789,710,0.256047
35,10,0.473793
35,20,0.609454
35,32,0.474268
35,30,0.601514
35,50,0.250627
35,40,0.292802
34,10,0.540505
34,20,0.477683
7110,10,0.257022
9778,10,0.25746
8721,10,0.253225
434,10,0.237942
434,Sof434,0.21593
7688,Sof7688,0.249712
431,10,0.406118
431,20,0.487547
431,49,0.366743
431,46,0.353832
431,30,0.32452
431,43,0.315035
431,40,0.31322
431,N39,0.27237
431,6,0.406826
3613,10,0.288493
generic,generic,0.312631
334,10,0.275081
334,N32,0.281938
453,10,0.233337
5614,10,0.266535
574,N49,0.227295
574,10,0.310683
574,2,0.230031
574,20,0.32349
60,N12,0.267825
60,10,0.612633
60,26,0.536547
60,N11,0.323254
60,20,0.281972
60,30,0.28848
60,50,0.568124
60,35,0.552977
60,34,0.324443
60,12,0.513091
60,5,0.298413
60,40,0.538299
60,Sof60,0.5274
61,N13,0.267778
61,30,0.405275
258,10,0.267283
4102,10,0.248486
65,10,0.519083
65,20,0.507442
65,120,0.342884
65,30,0.596547
65,50,0.593131
65,40,0.588104
65,60,0.502585
65,98,0.334944
65,62,0.543954
65,130,0.309404
65,110,0.30385
65,70,0.551027
65,90,0.574906
65,80,0.590088
65,85,0.586445
65,95,0.571005
65,100,0.301144
65,Sof65,0.371222
65,78,0.502432
66,10,0.285464
66,20,0.302171
66,Sof66,0.393316
66,N14,0.407385
6531,10,0.252927
7266,10,0.259944
171,10,0.23758
7011,10,0.253246
854,10,0.306325
6688,10,0.270736
8944,10,0.253705
7717,10,0.268033
7155,10,0.255556
5233,10,0.255753
5700,10,0.285214
978,720,0.271574
978,710,0.262784
8534,100,0.312573
654,10,0.297314
2,50,0.234485
2,40,0.232802
2,52,0.235185
2,60,0.496162
2,62,0.261385
2,5,0.228374
2,70,0.250069
2,90,0.259376
2,80,0.253139
2,Sof2,0.238183
652,38,0.365017
652,20,0.341702
652,Sof652,0.366915
652,48,0.499744
652,30,0.276164
652,50,0.275745
652,40,0.275497
652,5,0.33766
481,10,0.241784
481,20,0.24378
650,10,0.343071
6,10,0.310018
6,20,0.309647
6,30,0.313046
6,50,0.312835
6,40,0.310802
6,60,0.309673
6,70,0.31082
6,8,0.333219
6,80,0.308479
6,N3,0.344573
6,100,0.339527
6,90,0.331536
6724,10,0.271546
7555,10,0.253764
402,10,0.252966
402,30,0.25595
402,20,0.297673
7926,10,0.261909
752,Sof752,0.43732
752,20,0.453677
8992,10,0.259039
754,10,0.343664
754,12,0.312035
465,10,0.21187
562,10,0.225148
651,10,0.524269
461,10,0.243285
461,20,0.244462
461,48,0.255398
461,32,0.248033
461,30,0.23312
461,40,0.3185
461,5,0.291135
4402,10,0.292893
9088,720,0.258034
9088,710,0.247319
3877,10,0.275967
99,740,0.258632
99,10,0.2923
99,20,0.292689
99,730,0.253439
98,740,0.277876
98,10,0.297111
98,750,0.286997
98,20,0.347866
98,770,0.257165
98,772,0.267109
98,762,0.303298
98,763,0.260542
98,760,0.2701
98,790,0.254123
98,764,0.271612
98,730,0.273864
6522,10,0.267656
5533,10,0.293342
3865,10,0.256737
227,10,0.266569
90,60,0.375979
90,62,0.5025
90,64,0.285814
90,110,0.630708
90,66,0.262944
90,80,0.266414
90,20,0.354605
90,44,0.201903
90,42,0.269486
90,40,0.277161
90,N23,0.243607
90,N22,0.276757
90,N24,0.262637
90,120,0.262785
90,108,0.513828
90,70,0.294423
90,90,0.264292
90,100,0.68438
90,92,0.325175
90,94,0.616672
90,10,0.692493
90,30,0.272716
90,50,0.293217
224,10,0.279636
6954,10,0.252546
222,10,0.280317
222,N28,0.248512
222,20,0.271811
869,710,0.258656
10,10,0.266671
13,10,0.279909
12,10,0.268115
12,20,0.263785
6353,10,0.276939
6524,10,0.251746
7212,10,0.253005
5714,10,0.257087
864,10,0.311971
864,Sof864,0.252733
5711,N74,0.26805
5711,10,0.296174
866,10,0.302555
3965,10,0.288132
722,10,0.565348
721,10,0.402886
721,20,0.333932
721,N58,0.330735
8835,10,0.25415
8835,Sof8835,0.25228
5812,10,0.340775
2357,10,0.271305
8833,10,0.273289
3855,10,0.255379
3855,20,0.279424
7933,10,0.252633
886,2,0.266154
886,20,0.256609
886,10,0.364308
5112,10,0.276105
4243,10,0.257924
554,10,0.232493
554,12,0.227319
554,18,0.265382
888,710,0.26022
551,N48,0.227034
551,10,0.367134
3866,10,0.275855
553,10,0.233565
553,20,0.256665
553,22,0.222566
3631,10,0.259489
8277,10,0.262889
3533,10,0.299445
7021,10,0.267879
234,10,0.273021
7677,10,0.257479
4613,10,0.257305
4613,4,0.248275
4612,20,0.283936
4612,N72,0.276938
5050,10,0.333832
232,10,0.278747
232,20,0.272754
232,32,0.330449
232,30,0.272631
232,50,0.296549
232,40,0.294602
232,60,0.3009
232,N29,0.251153
232,70,0.272467
959,710,0.281421
7255,10,0.262946
7079,10,0.265801
46,10,0.496275
44,10,0.277752
44,20,0.250392
44,32,0.447357
44,30,0.60651
44,50,0.246396
44,40,0.291642
44,60,0.45798
44,70,0.41482
44,82,0.231383
44,90,0.28939
44,80,0.335052
42,6,0.46144
40,150,0.234618
40,152,0.305069
40,192,0.334535
40,60,0.445627
40,130,0.237973
40,110,0.340224
40,69,0.613078
40,80,0.250754
40,170,0.233332
40,20,0.262795
40,22,0.267108
40,40,0.493311
40,182,0.320111
40,140,0.242771
40,120,0.234677
40,72,0.425571
40,70,0.477232
40,102,0.350719
40,90,0.256333
40,160,0.303016
40,N7,0.648221
40,11,0.32246
40,10,0.257413
40,39,0.491927
40,12,0.260219
40,14,0.264904
40,16,0.273517
40,31,0.655746
40,30,0.278967
40,37,0.583923
40,50,0.464159
40,35,0.600893
41,10,0.233419
41,20,0.236087
41,22,0.248649
41,30,0.260553
41,1,0.229521
41,Sof41,0.254793
1,20,0.25007
1,30,0.367522
1,50,0.235097
1,40,0.431976
1,52,0.311718
1,60,0.439644
1,62,0.501441
1,70,0.456168
1,80,0.429318
8925,10,0.269643
808,N62,0.275874
808,720,0.260711
808,710,0.274962
5,10,0.255612
5,20,0.364036
5,30,0.320706
5,50,0.251635
5,40,0.232311
5,60,0.232393
5,Sof5,0.236278
8676,10,0.247646
9892,10,0.301113
325,10,0.267215
325,Sof325,0.241301
5803,10,0.267581
9898,710,0.256464
2422,10,0.275806
6403,N75,0.250059
6403,10,0.260318
9119,10,0.253277
4311,10,0.248354
4313,10,0.266622
4313,20,0.270183
4314,10,0.269625
204,10,0.279329
204,Sof204,0.294408
204,20,0.271841
206,10,0.273088
899,10,0.350823
899,N65,0.364812
899,20,0.295002
899,16,0.295315
899,30,0.275338
899,36,0.262415
899,40,0.26073
899,Sof899,0.664866
7626,10,0.252854
77,10,0.579592
77,20,0.540314
77,30,0.616187
77,35,0.476644
77,1,0.454965
77,2,0.611475
77,N20,0.411766
75,10,0.466523
75,38,0.335754
75,20,0.587798
75,Sof75,0.311106
75,N19,0.346103
75,50,0.301278
75,40,0.504547
75,60,0.471976
75,70,0.508343
75,30,0.412948
8967,N85,0.262274
73,10,0.321472
73,20,0.288154
73,Sof73,0.249489
3933,10,0.276454
71,10,0.328468
71,20,0.260838
71,N17,0.252907
71,N18,0.457391
71,30,0.315079
71,28,0.346286
71,2,0.263172
70,10,0.33665
70,Sof70,0.291526
70,20,0.526928
70,48,0.630234
70,N15,0.302149
70,N16,0.405793
70,30,0.442412
70,42,0.629322
70,50,0.631519
70,40,0.552816
70,60,0.615756
70,130,0.31609
70,110,0.306662
70,70,0.50994
70,120,0.303421
70,90,0.590781
70,80,0.543667
70,100,0.545522
4466,10,0.288457
3703,10,0.294717
483,10,0.259276
483,Sof483,0.250429
482,10,0.229851
79,1,0.267488
79,10,0.334881
79,20,0.305645
79,Sof79,0.256093
79,18,0.528523
9977,10,0.265177
3544,10,0.259999
6400,10,0.250372
6400,Sof6400,0.2498
2200,10,0.277361
4713,10,0.273542
5443,10,0.274034
8993,10,0.255578
8990,100,0.25337
4000,10,0.280113
471,20,0.377236
471,10,0.350835
471,5,0.232678
471,N46,0.26838
353,10,0.303707
352,10,0.267393
352,2,0.271969
9881,10,0.255487
804,10,0.267119
807,10,0.287849
807,20,0.259249
806,30,0.290702
806,20,0.292296
805,10,0.334136
358,10,0.272919
3922,10,0.378801
3922,20,0.587392
4303,10,0.550379
768,10,0.305131
3711,10,0.340585
669,10,0.319155
669,12,0.331846
669,N53,0.344416
211,10,0.299958
211,Sof211,0.271344
667,10,0.305536
767,10,0.287991
767,2,0.303074
91,740,0.322448
91,10,0.312213
91,750,0.308801
91,720,0.322388
91,730,0.315054
7111,10,0.281993
3415,10,0.369012
3412,10,0.29331
653,10,0.288882
653,12,0.473205
653,20,0.311359
653,Sof653,0.313528
653,N51,0.332163
3411,10,0.293277
8544,10,0.29837
5333,10,0.303901
2544,10,0.312262
5522,10,0.223697
25,10,0.326847
25,20,0.680251
25,58,0.555026
25,25,0.356759
25,30,0.680087
25,50,0.681252
25,40,0.669291
25,60,0.32103
25,70,0.306602
25,N4,0.273252
92,10,0.319062
92,2,0.321049
92,720,0.333448
92,730,0.329865
20,11,0.211763
20,10,0.272515
20,13,0.243771
20,12,0.259767
20,15,0.20238
20,14,0.265281
20,17,0.28172
20,16,0.233717
20,19,0.287155
20,18,0.241149
20,Sof20,0.28686
20,5,0.227909
20,7,0.224169
20,6,0.21999
20,9,0.289395
20,8,0.240051
7276,10,0.269157
406,10,0.474165
406,N34,0.577728
406,20,0.668979
5504,10,0.268624
541,10,0.2664
7513,10,0.263874
4,150,0.528381
4,152,0.591506
4,210,0.6646
4,158,0.46574
4,310,0.310173
4,190,0.636046
4,218,0.65892
4,60,0.289746
4,61,0.411449
4,62,0.614764
4,130,0.382816
4,274,0.652411
4,110,0.456315
4,80,0.49051
4,138,0.434693
4,230,0.307742
4,N2,0.318091
4,170,0.64525
4,20,0.664378
4,22,0.558192
4,40,0.634946
4,180,0.650678
4,280,0.670337
4,250,0.366847
4,282,0.674545
4,272,0.320828
4,200,0.678775
4,140,0.388269
4,300,0.337999
4,302,0.330441
4,120,0.401982
4,260,0.589623
4,240,0.304209
4,70,0.28528
4,90,0.426735
4,100,0.394504
4,160,0.512756
4,220,0.698013
4,10,0.303355
4,54,0.646094
4,270,0.326211
4,30,0.558222
4,50,0.636401
4,290,0.673201
3975,10,0.343945
8655,10,0.282196
8900,10,0.288557
8900,20,0.291425
8900,N82,0.281538
8911,10,0.282857
3835,10,0.291985
4111,10,0.270667
5720,10,0.230802
5720,20,0.278514
717,N56,0.333284
717,N57,0.332477
717,20,0.305179
675,Sof675,0.698396
675,10,0.320738
5923,10,0.27634
2211,10,0.364355
672,10,0.300107
672,20,0.310829
672,N54,0.396422
672,30,0.321009
672,28,0.335601
672,35,0.438961
7955,10,0.29323
3403,10,0.325082
9888,10,0.330777
716,10,0.314064
716,5,0.307576
264,10,0.30573
5511,10,0.22596
6714,10,0.272013
7589,10,0.304168
4233,10,0.243863
4233,20,0.233313
2499,10,0.300414
4101,10,0.273092
55,10,0.218603
55,30,0.437635
55,5,0.220827
55,20,0.578207
5613,10,0.221356
5613,18,0.221393
57,10,0.614224
57,30,0.532801
57,20,0.547125
57,40,0.644275
57,38,0.595829
5611,10,0.254916
4103,10,0.303219
2310,10,0.326567
2310,N69,0.359513
8966,N84,0.263807
8966,12,0.394709
415,10,0.350116
7223,Sof7223,0.261522
6535,10,0.276972
410,10,0.257033
410,Sof410,0.637196
411,N35,0.536827
411,18,0.376163
412,10,0.254887
412,20,0.574142
412,25,0.26001
412,30,0.575213
412,50,0.670101
412,40,0.259156
412,60,0.499614
412,68,0.647152
412,15,0.256372
412,Sof412,0.380689
4304,10,0.291594
9779,10,0.296162
9779,2,0.264896
8677,10,0.266742
375,10,0.330094
375,12,0.316786
293,10,0.314408
6533,10,0.313666
989,710,0.308713
9098,710,0.267979
310,10,0.303154
700,10,0.657592
316,10,0.291326
89,Sof89,0.737302
89,10,0.308869
89,20,0.678973
89,30,0.315247
89,28,0.679325
89,50,0.294663
89,40,0.312213
89,60,0.403173
396,10,0.299599
395,10,0.30302
395,30,0.331508
395,20,0.360922
7912,10,0.28937
4404,10,0.225104
80,10,0.324179
80,N21,0.295419
5710,10,0.258263
5710,20,0.252524
87,740,0.313375
87,10,0.308907
87,750,0.286604
87,720,0.307853
87,730,0.305182
85,10,0.676667
85,20,0.680745
85,30,0.316628
85,28,0.33919
85,40,0.31515
85,2,0.639941
8510,10,0.280304
8510,30,0.275827
8510,20,0.262845
762,10,0.302303
2410,10,0.311752
4123,10,0.296913
6511,10,0.268594
6513,10,0.275202
6666,10,0.297221
6666,Sof6666,0.274328
6667,10,0.298227
6667,N76,0.51586
5503,10,0.237959
3,10,0.341022
3,40,0.669917
3,Sof3,0.269171
918,28,0.470373
918,30,0.40209
918,20,0.303984
918,10,0.299219
7,10,0.593547
8077,10,0.307232
367,10,0.27769
6953,10,0.276181
7213,10,0.499245
425,10,0.291193
425,18,0.30091
424,10,0.260533
424,2,0.33519
2414,10,0.305529
977,10,0.305049
531,30,0.388829
2444,10,0.321536
581,10,0.283035
581,20,0.310181
581,N50,0.291117
443,10,0.554742
443,20,0.541174
443,Sof443,0.257378
443,30,0.529962
443,40,0.667274
443,5,0.268153
3199,10,0.31289
441,10,0.336039
2932,10,0.527017
3955,10,0.355113
3955,Sof3955,0.307767
444,10,0.346571
444,26,0.551449
444,20,0.677255
444,22,0.338739
444,32,0.602265
444,44,0.458604
444,30,0.582939
444,N45,0.54206
444,N44,0.335954
444,40,0.517755
444,34,0.580465
444,42,0.529483
4622,10,0.284368
4622,20,0.222784
383,10,0.302433
241,10,0.324946
241,2,0.293367
241,20,0.669837
241,Sof241,0.361044
386,9,0.298019
386,10,0.302437
386,20,0.31092
242,N30,0.325145
242,10,0.306975
3553,10,0.341118
8556,10,0.283774
6678,10,0.264826
4623,10,0.288207
784,10,0.31484
784,2,0.308572
784,20,0.302638
784,4,0.317852
38,10,0.318767
38,30,0.330538
38,20,0.326379
38,40,0.330115
38,28,0.303782
780,10,0.319017
780,Sof780,0.496805
781,10,0.319776
781,30,0.310348
781,20,0.324296
781,40,0.301467
781,N60,0.320714
3500,10,0.501628
6502,10,0.263863
31,10,0.376431
31,30,0.32725
31,20,0.60387
31,N5,0.580668
31,40,0.334184
8533,10,0.405028
789,710,0.31748
35,10,0.659411
35,20,0.557759
35,32,0.662033
35,30,0.557467
35,50,0.294976
35,40,0.337611
34,10,0.641309
34,20,0.661229
7110,10,0.271772
9778,10,0.265115
8721,10,0.265253
434,10,0.241303
434,Sof434,0.227089
7688,Sof7688,0.274389
431,10,0.30193
431,20,0.701666
431,49,0.366481
431,46,0.400814
431,30,0.511114
431,43,0.302437
431,40,0.305682
431,N39,0.285366
431,6,0.299356
3613,10,0.294188
generic,generic,0.240512
334,10,0.313815
334,N32,0.308089
453,10,0.502479
5614,10,0.289248
574,N49,0.314197
574,10,0.355447
574,2,0.279507
574,20,0.297639
60,N12,0.290701
60,10,0.558577
60,26,0.536281
60,N11,0.479849
60,20,0.325775
60,30,0.326103
60,50,0.6727
60,35,0.632894
60,34,0.347525
60,12,0.681138
60,5,0.548086
60,40,0.669632
60,Sof60,0.582024
61,N13,0.306788
61,30,0.473788
258,10,0.305707
4102,10,0.279375
65,10,0.691992
65,20,0.65314
65,120,0.317678
65,30,0.662497
65,50,0.666043
65,40,0.674802
65,60,0.639811
65,98,0.30223
65,62,0.653293
65,130,0.286556
65,110,0.299835
65,70,0.637938
65,90,0.632579
65,80,0.674498
65,85,0.606147
65,95,0.641865
65,100,0.319654
65,Sof65,0.32575
65,78,0.634551
66,10,0.321767
66,20,0.318964
66,Sof66,0.545048
66,N14,0.47225
6531,10,0.276781
7266,10,0.27005
171,10,0.32495
7011,10,0.262687
854,10,0.285659
6688,10,0.31957
8944,10,0.275826
7717,10,0.307532
7155,10,0.270908
5233,10,0.296713
5700,10,0.269613
978,720,0.317367
978,710,0.326665
8534,100,0.399223
654,10,0.344916
2,50,0.368234
2,40,0.431613
2,52,0.376596
2,60,0.648705
2,62,0.345914
2,5,0.366243
2,70,0.336298
2,90,0.302896
2,80,0.306886
2,Sof2,0.279093
652,38,0.418376
652,20,0.310028
652,Sof652,0.413131
652,48,0.543983
652,30,0.31711
652,50,0.314556
652,40,0.333984
652,5,0.291805
481,10,0.290195
481,20,0.256593
650,10,0.294821
6,10,0.292259
6,20,0.295658
6,30,0.285043
6,50,0.308455
6,40,0.302446
6,60,0.298821
6,70,0.299783
6,8,0.325037
6,80,0.304065
6,N3,0.366414
6,100,0.398679
6,90,0.360219
6724,10,0.31994
7555,10,0.278087
402,10,0.282057
402,30,0.335789
402,20,0.273724
7926,10,0.299858
752,Sof752,0.548591
752,20,0.587585
8992,10,0.26875
754,10,0.308517
754,12,0.311471
465,10,0.223034
562,10,0.291346
651,10,0.667639
461,10,0.25768
461,20,0.468344
461,48,0.542034
461,32,0.570892
461,30,0.536951
461,40,0.587153
461,5,0.248999
4402,10,0.299213
9088,720,0.266357
9088,710,0.29406
3877,10,0.326409
99,740,0.296124
99,10,0.337694
99,20,0.312419
99,730,0.299797
98,740,0.302857
98,10,0.304397
98,750,0.323215
98,20,0.312067
98,770,0.306511
98,772,0.295947
98,762,0.339145
98,763,0.293974
98,760,0.296212
98,790,0.323869
98,764,0.222047
98,730,0.319042
6522,10,0.297015
5533,10,0.29967
3865,10,0.301396
227,10,0.340837
90,60,0.497081
90,62,0.541941
90,64,0.320226
90,110,0.674477
90,66,0.323282
90,80,0.317816
90,20,0.592338
90,44,0.275886
90,42,0.298479
90,40,0.304806
90,N23,0.306365
90,N22,0.569374
90,N24,0.337525
90,120,0.3261
90,108,0.698712
90,70,0.331855
90,90,0.317225
90,100,0.711131
90,92,0.30262
90,94,0.669502
90,10,0.724129
90,30,0.333677
90,50,0.3156
224,10,0.315247
6954,10,0.275943
222,10,0.316009
222,N28,0.295369
222,20,0.302743
869,710,0.319008
10,10,0.302567
13,10,0.308748
12,10,0.303576
12,20,0.29733
6353,10,0.294132
6524,10,0.264564
7212,10,0.275296
5714,10,0.27241
864,10,0.293447
864,Sof864,0.226195
5711,N74,0.232697
5711,10,0.279173
866,10,0.317706
3965,10,0.293859
722,10,0.679865
721,10,0.414329
721,20,0.302872
721,N58,0.306051
8835,10,0.271344
8835,Sof8835,0.284159
5812,10,0.372657
2357,10,0.303436
8833,10,0.322219
3855,10,0.262403
3855,20,0.347283
7933,10,0.276926
886,2,0.331967
886,20,0.302706
886,10,0.427973
5112,10,0.305276
4243,10,0.273308
554,10,0.463191
554,12,0.278547
554,18,0.326168
888,710,0.309638
551,N48,0.286839
551,10,0.632344
3866,10,0.319283
553,10,0.523796
553,20,0.327517
553,22,0.293715
3631,10,0.370149
8277,10,0.286157
3533,10,0.277359
7021,10,0.321664
234,10,0.30556
7677,10,0.314844
4613,10,0.271648
4613,4,0.275737
4612,20,0.299731
4612,N72,0.322618
5050,10,0.323711
232,10,0.310207
232,20,0.322361
232,32,0.390042
232,30,0.334143
232,50,0.303549
232,40,0.322976
232,60,0.300547
232,N29,0.305447
232,70,0.314101
959,710,0.33453
7255,10,0.287403
7079,10,0.285299
46,10,0.663923
44,10,0.311508
44,20,0.357443
44,32,0.644623
44,30,0.657092
44,50,0.532106
44,40,0.248957
44,60,0.646838
44,70,0.627842
44,82,0.226961
44,90,0.262924
44,80,0.548777
42,6,0.662701
40,150,0.514275
40,152,0.274686
40,192,0.590458
40,60,0.669916
40,130,0.493011
40,110,0.583209
40,69,0.556577
40,80,0.511337
40,170,0.505981
40,20,0.332655
40,22,0.310281
40,40,0.665894
40,182,0.580851
40,140,0.525019
40,120,0.569636
40,72,0.626038
40,70,0.638696
40,102,0.594287
40,90,0.533891
40,160,0.273059
40,N7,0.688027
40,11,0.373392
40,10,0.335265
40,39,0.679648
40,12,0.3207
40,14,0.330993
40,16,0.315954
40,31,0.734524
40,30,0.307079
40,37,0.713507
40,50,0.670324
40,35,0.703288
41,10,0.545787
41,20,0.511627
41,22,0.508953
41,30,0.518827
41,1,0.397481
41,Sof41,0.363329
1,20,0.39126
1,30,0.557275
1,50,0.428893
1,40,0.622329
1,52,0.2832
1,60,0.667449
1,62,0.666427
1,70,0.662446
1,80,0.626567
8925,10,0.324685
808,N62,0.324178
808,720,0.305703
808,710,0.316305
5,10,0.39644
5,20,0.567344
5,30,0.528444
5,50,0.485869
5,40,0.377121
5,60,0.380066
5,Sof5,0.493617
8676,10,0.329364
9892,10,0.297656
325,10,0.290263
325,Sof325,0.301548
5803,10,0.225628
9898,710,0.283411
2422,10,0.316063
6403,N75,0.266828
6403,10,0.265201
9119,10,0.262604
4311,10,0.274947
4313,10,0.286542
4313,20,0.290906
4314,10,0.301896
204,10,0.324955
204,Sof204,0.316348
204,20,0.302533
206,10,0.304237
899,10,0.292039
899,N65,0.395047
899,20,0.285018
899,16,0.308326
899,30,0.322849
899,36,0.330119
899,40,0.335535
899,Sof899,0.685649
7626,10,0.275609
77,10,0.660087
77,20,0.65123
77,30,0.653346
77,35,0.57149
77,1,0.646227
77,2,0.661161
77,N20,0.643818
75,10,0.515922
75,38,0.321231
75,20,0.639476
75,Sof75,0.66726
75,N19,0.397922
75,50,0.340683
75,40,0.697643
75,60,0.666792
75,70,0.664434
75,30,0.577356
8967,N85,0.308597
73,10,0.30432
73,20,0.306434
73,Sof73,0.284262
3933,10,0.312152
71,10,0.293025
71,20,0.327909
71,N17,0.322167
71,N18,0.483732
71,30,0.301287
71,28,0.301729
71,2,0.309915
70,10,0.290027
70,Sof70,0.294438
70,20,0.651578
70,48,0.653454
70,N15,0.359307
70,N16,0.55009
70,30,0.623119
70,42,0.653529
70,50,0.653398
70,40,0.683348
